subgroup,date,approval,disapproval
Adults,10.12.2018,41.41085,52.5799
Voters,09.12.2018,43.56701,52.0468
Adults,09.12.2018,41.53585,52.08897
Adults,08.12.2018,41.45955,52.0139
Voters,08.12.2018,43.44135,51.9887
Adults,07.12.2018,41.48484,51.91557
Voters,07.12.2018,43.41546,51.9128
Voters,06.12.2018,43.32276,52.16639
Adults,06.12.2018,41.26759,52.21886
Adults,05.12.2018,41.31243,52.01647
Voters,05.12.2018,43.86594,51.2907
Adults,04.12.2018,41.25144,52.30512
Voters,04.12.2018,43.61461,51.5563
Voters,03.12.2018,44.04657,51.16261
Adults,03.12.2018,41.46508,52.26476
Voters,02.12.2018,44.31874,51.39655
Adults,02.12.2018,41.49432,53.37064
Adults,01.12.2018,41.47535,53.3846
Voters,01.12.2018,44.33083,51.38251
Voters,30.11.2018,44.39586,51.28436
Adults,30.11.2018,41.65052,53.20943
Adults,29.11.2018,41.45345,53.13
Voters,29.11.2018,44.3835,51.23285
Voters,28.11.2018,44.46817,51.18842
Adults,28.11.2018,41.45221,53.13449
Voters,27.11.2018,44.57539,51.21335
Adults,27.11.2018,41.78384,53.17499
Voters,26.11.2018,44.24561,51.66513
Adults,26.11.2018,41.48991,53.54078
Voters,25.11.2018,44.24561,51.66513
Adults,25.11.2018,42.05087,52.69595
Voters,24.11.2018,44.24029,51.62688
Adults,24.11.2018,42.06359,52.69842
Adults,23.11.2018,42.06359,52.69842
Voters,23.11.2018,44.24029,51.62688
Adults,22.11.2018,42.06359,52.69842
Voters,22.11.2018,44.24029,51.62688
Adults,21.11.2018,42.04636,52.70115
Voters,21.11.2018,44.231,51.62628
Voters,20.11.2018,43.67185,52.25628
Adults,20.11.2018,41.36785,53.77509
Adults,19.11.2018,41.95154,53.44681
Voters,19.11.2018,43.66652,52.25591
Voters,18.11.2018,43.54309,52.50111
Adults,18.11.2018,41.69414,53.7718
Adults,17.11.2018,41.73164,53.75866
Voters,17.11.2018,43.5631,52.51929
Adults,16.11.2018,41.73164,53.75866
Voters,16.11.2018,43.5631,52.51929
Voters,15.11.2018,43.50974,52.5196
Adults,15.11.2018,41.75514,53.6969
Adults,14.11.2018,41.23523,52.89913
Voters,14.11.2018,43.41381,52.62209
Voters,13.11.2018,43.42043,52.75005
Adults,13.11.2018,40.61781,53.0643
Voters,12.11.2018,43.75782,52.54499
Adults,12.11.2018,40.61583,52.94898
Voters,11.11.2018,43.99274,52.54802
Adults,11.11.2018,40.9953,52.69562
Voters,10.11.2018,43.99274,52.54802
Adults,10.11.2018,40.9953,52.69562
Voters,09.11.2018,43.99274,52.54802
Adults,09.11.2018,40.9953,52.69562
Voters,08.11.2018,43.974,52.43206
Adults,08.11.2018,40.78244,52.53972
Voters,07.11.2018,43.95908,52.52884
Adults,07.11.2018,40.74214,52.56145
Adults,06.11.2018,40.48145,53.00826
Voters,06.11.2018,43.46575,53.09192
Adults,05.11.2018,40.4739,53.00861
Voters,05.11.2018,43.56351,53.09978
Voters,04.11.2018,43.93788,52.49273
Adults,04.11.2018,40.87445,52.54226
Voters,03.11.2018,43.58811,52.78697
Adults,03.11.2018,40.97435,52.90569
Voters,02.11.2018,43.49814,52.82076
Adults,02.11.2018,40.95804,52.90847
Adults,01.11.2018,40.96518,52.97818
Voters,01.11.2018,43.3008,53.11375
Adults,31.10.2018,40.90771,53.04964
Voters,31.10.2018,43.49135,53.11095
Voters,30.10.2018,43.81819,52.79923
Adults,30.10.2018,40.85725,53.05312
Adults,29.10.2018,40.88111,52.85437
Voters,29.10.2018,43.95501,52.53939
Voters,28.10.2018,44.05027,52.29248
Adults,28.10.2018,41.06237,52.64185
Adults,27.10.2018,41.04082,52.63843
Voters,27.10.2018,44.00035,52.34957
Adults,26.10.2018,41.04082,52.63843
Voters,26.10.2018,43.92102,52.42857
Voters,25.10.2018,44.13043,52.195
Adults,25.10.2018,41.44135,52.17218
Adults,24.10.2018,41.61412,52.0952
Voters,24.10.2018,44.29115,51.97921
Adults,23.10.2018,41.72484,52.26817
Voters,23.10.2018,44.01097,52.47669
Voters,22.10.2018,43.97047,52.52752
Adults,22.10.2018,41.8205,52.23176
Voters,21.10.2018,43.89709,52.472
Adults,21.10.2018,41.19103,52.56804
Adults,20.10.2018,41.12504,52.63827
Voters,20.10.2018,43.76139,52.55682
Voters,19.10.2018,43.68245,52.61926
Adults,19.10.2018,41.13824,52.48888
Voters,18.10.2018,43.9041,52.54461
Adults,18.10.2018,41.59738,52.14656
Voters,17.10.2018,43.90088,52.56697
Adults,17.10.2018,41.50082,52.14148
Adults,16.10.2018,41.04716,52.63054
Voters,16.10.2018,43.2679,52.63101
Adults,15.10.2018,41.20238,52.30219
Voters,15.10.2018,43.30664,52.58164
Voters,14.10.2018,43.09204,52.75011
Adults,14.10.2018,40.89894,52.84336
Voters,13.10.2018,43.06012,52.88596
Adults,13.10.2018,40.79158,52.9166
Voters,12.10.2018,43.04792,52.86861
Adults,12.10.2018,40.79158,52.9166
Adults,11.10.2018,40.91623,52.86021
Voters,11.10.2018,43.04139,52.77861
Adults,10.10.2018,40.7862,52.89258
Voters,10.10.2018,42.8601,52.88068
Voters,09.10.2018,43.46759,52.2512
Adults,09.10.2018,40.7876,52.95682
Adults,08.10.2018,41.47743,52.58164
Voters,08.10.2018,43.75935,51.84927
Voters,07.10.2018,43.71084,52.13918
Adults,07.10.2018,41.19777,52.95583
Adults,06.10.2018,41.2299,52.77577
Voters,06.10.2018,43.83076,51.9288
Adults,05.10.2018,41.2299,52.77577
Voters,05.10.2018,43.58519,52.13831
Voters,04.10.2018,43.66148,52.4379
Adults,04.10.2018,41.32581,52.78148
Adults,03.10.2018,41.03708,52.97064
Voters,03.10.2018,43.38432,52.74972
Adults,02.10.2018,41.06406,52.5085
Voters,02.10.2018,43.11298,52.56477
Voters,01.10.2018,43.13089,52.6396
Adults,01.10.2018,41.23629,52.54569
Voters,30.09.2018,43.54089,52.16042
Adults,30.09.2018,40.59028,52.66371
Adults,29.09.2018,40.59028,52.66371
Voters,29.09.2018,43.54089,52.16042
Voters,28.09.2018,43.50611,52.06491
Adults,28.09.2018,40.72626,52.78752
Voters,27.09.2018,43.48447,52.14566
Adults,27.09.2018,40.59393,52.8017
Voters,26.09.2018,43.4899,52.09438
Adults,26.09.2018,40.56958,52.82096
Adults,25.09.2018,39.97768,53.89395
Voters,25.09.2018,43.68663,52.20901
Adults,24.09.2018,39.6658,54.23514
Voters,24.09.2018,43.81634,52.17994
Voters,23.09.2018,43.78153,52.25086
Adults,23.09.2018,39.6658,54.23514
Voters,22.09.2018,43.03456,52.60383
Adults,22.09.2018,39.6658,54.23514
Voters,21.09.2018,42.92581,52.72727
Adults,21.09.2018,39.42852,54.34696
Adults,20.09.2018,39.46564,53.964
Voters,20.09.2018,42.47611,53.02012
Adults,19.09.2018,39.38368,54.02188
Voters,19.09.2018,42.27726,53.31838
Voters,18.09.2018,42.41969,53.26352
Adults,18.09.2018,39.30877,54.08852
Adults,17.09.2018,38.89231,54.16165
Voters,17.09.2018,41.53277,53.66873
Voters,16.09.2018,41.18386,53.81324
Adults,16.09.2018,38.94613,54.03018
Adults,15.09.2018,38.94613,54.03018
Voters,15.09.2018,41.18386,53.81324
Adults,14.09.2018,38.94613,54.03018
Voters,14.09.2018,40.93293,53.90979
Voters,13.09.2018,40.7944,53.92591
Adults,13.09.2018,38.95065,54.00037
Adults,12.09.2018,39.00288,53.78424
Voters,12.09.2018,40.61292,53.98311
Adults,11.09.2018,38.67489,54.17178
Voters,11.09.2018,41.29042,53.29997
Voters,10.09.2018,41.30315,53.33519
Adults,10.09.2018,38.49725,54.48452
Voters,09.09.2018,42.45607,52.82278
Adults,09.09.2018,39.01255,53.79688
Adults,08.09.2018,39.01255,53.79688
Voters,08.09.2018,42.45607,52.82278
Voters,07.09.2018,42.38865,52.81744
Adults,07.09.2018,39.01255,53.79688
Adults,06.09.2018,39.01255,53.79688
Voters,06.09.2018,42.20895,52.91023
Voters,05.09.2018,41.97416,53.01204
Adults,05.09.2018,38.70277,53.90323
Voters,04.09.2018,41.62132,53.48704
Adults,04.09.2018,38.99077,54.65858
Voters,03.09.2018,41.62132,53.48704
Adults,03.09.2018,38.98354,54.68635
Adults,02.09.2018,38.70051,55.1427
Voters,02.09.2018,42.4197,53.52188
Voters,01.09.2018,42.4197,53.52188
Adults,01.09.2018,38.70051,55.1427
Voters,31.08.2018,42.4197,53.52188
Adults,31.08.2018,38.70051,55.1427
Voters,30.08.2018,42.37328,53.56899
Adults,30.08.2018,40.21771,53.64916
Adults,29.08.2018,40.19815,53.62261
Voters,29.08.2018,42.26508,53.73957
Voters,28.08.2018,42.18199,53.87004
Adults,28.08.2018,40.17032,53.77883
Adults,27.08.2018,40.92954,53.22636
Voters,27.08.2018,42.6465,53.55759
Voters,26.08.2018,42.60069,53.47943
Adults,26.08.2018,40.8222,53.32508
Adults,25.08.2018,40.8222,53.32508
Voters,25.08.2018,42.34155,53.75689
Adults,24.08.2018,40.8222,53.32508
Voters,24.08.2018,42.34155,53.75689
Voters,23.08.2018,42.80038,53.26539
Adults,23.08.2018,41.21027,52.92406
Adults,22.08.2018,41.2382,52.78958
Voters,22.08.2018,42.87815,53.26927
Voters,21.08.2018,43.33063,52.31107
Adults,21.08.2018,40.96861,53.03755
Voters,20.08.2018,43.4515,52.24882
Adults,20.08.2018,41.5228,52.44403
Voters,19.08.2018,43.56767,51.98381
Adults,19.08.2018,40.94939,52.79398
Voters,18.08.2018,43.56767,51.98381
Adults,18.08.2018,40.94939,52.79398
Voters,17.08.2018,43.56767,51.98381
Adults,17.08.2018,40.94939,52.79398
Voters,16.08.2018,43.711,51.85901
Adults,16.08.2018,41.11528,52.6733
Voters,15.08.2018,43.68356,51.7925
Adults,15.08.2018,41.05444,52.67272
Voters,14.08.2018,43.84809,51.91397
Adults,14.08.2018,41.07513,52.83012
Voters,13.08.2018,43.66196,52.03722
Adults,13.08.2018,40.7837,52.92828
Adults,12.08.2018,41.00831,52.67714
Voters,12.08.2018,43.5351,52.12256
Voters,11.08.2018,43.5351,52.12256
Adults,11.08.2018,41.00831,52.67714
Voters,10.08.2018,43.5351,52.12256
Adults,10.08.2018,41.00831,52.67714
Voters,09.08.2018,43.57416,52.00754
Adults,09.08.2018,40.90953,52.53155
Adults,08.08.2018,40.90062,52.52702
Voters,08.08.2018,43.42355,52.08693
Voters,07.08.2018,43.14393,52.44352
Adults,07.08.2018,40.90865,52.60241
Adults,06.08.2018,40.8045,52.79921
Voters,06.08.2018,43.11097,52.50591
Voters,05.08.2018,43.13605,52.4722
Adults,05.08.2018,40.7165,52.89643
Adults,04.08.2018,40.7165,52.89643
Voters,04.08.2018,43.13605,52.4722
Adults,03.08.2018,40.7165,52.89643
Voters,03.08.2018,43.13605,52.4722
Voters,02.08.2018,43.22049,52.34184
Adults,02.08.2018,40.60411,52.81405
Adults,01.08.2018,40.59207,52.81376
Voters,01.08.2018,42.97926,52.51762
Adults,31.07.2018,40.67309,52.77095
Voters,31.07.2018,43.17537,52.50702
Voters,30.07.2018,42.88094,52.83874
Adults,30.07.2018,40.58243,52.8306
Voters,29.07.2018,42.73167,52.97345
Adults,29.07.2018,40.45608,52.87462
Adults,28.07.2018,40.46957,52.84661
Voters,28.07.2018,42.75357,52.79805
Voters,27.07.2018,42.75357,52.79805
Adults,27.07.2018,40.46957,52.84661
Adults,26.07.2018,40.12176,52.89869
Voters,26.07.2018,42.53392,53.05232
Voters,25.07.2018,42.54901,53.04598
Adults,25.07.2018,40.18114,52.88525
Adults,24.07.2018,40.62229,53.01218
Voters,24.07.2018,42.16222,53.72567
Adults,23.07.2018,40.69263,53.0982
Voters,23.07.2018,42.62905,53.09624
Voters,22.07.2018,43.08591,52.72598
Adults,22.07.2018,41.00065,52.99276
Voters,21.07.2018,42.87643,52.82544
Adults,21.07.2018,41.00065,52.99276
Voters,20.07.2018,42.9778,52.55753
Adults,20.07.2018,41.12119,52.78588
Adults,19.07.2018,41.04249,52.99483
Voters,19.07.2018,42.7691,52.87815
Adults,18.07.2018,41.02374,53.03369
Voters,18.07.2018,42.77056,52.81044
Voters,17.07.2018,43.12508,52.562
Adults,17.07.2018,41.11613,53.05931
Adults,16.07.2018,41.2492,53.24006
Voters,16.07.2018,43.28642,52.57391
Voters,15.07.2018,43.4221,52.4774
Adults,15.07.2018,40.98757,53.64129
Adults,14.07.2018,40.98757,53.64129
Voters,14.07.2018,43.4221,52.4774
Adults,13.07.2018,40.95702,53.50804
Voters,13.07.2018,43.22959,52.41489
Voters,12.07.2018,43.54289,52.20567
Adults,12.07.2018,41.2538,53.33381
Adults,11.07.2018,41.23541,53.37967
Voters,11.07.2018,43.08789,52.45548
Voters,10.07.2018,42.96598,52.53059
Adults,10.07.2018,41.33836,53.45961
Voters,09.07.2018,43.14231,52.32187
Adults,09.07.2018,41.78059,53.18514
Voters,08.07.2018,43.34873,52.47079
Adults,08.07.2018,41.82602,53.03099
Voters,07.07.2018,43.24845,52.53096
Adults,07.07.2018,41.88363,52.91393
Voters,06.07.2018,43.24845,52.53096
Adults,06.07.2018,41.88363,52.91393
Adults,05.07.2018,41.2733,52.5207
Voters,05.07.2018,43.15408,52.65029
Adults,04.07.2018,41.18126,52.62317
Voters,04.07.2018,42.79001,52.6356
Voters,03.07.2018,42.79001,52.6356
Adults,03.07.2018,41.18126,52.62317
Voters,02.07.2018,43.01169,52.21621
Adults,02.07.2018,41.2618,52.33257
Voters,01.07.2018,42.93697,52.30202
Adults,01.07.2018,41.02074,52.3112
Adults,30.06.2018,40.90369,52.44347
Voters,30.06.2018,42.97145,51.97178
Voters,29.06.2018,42.97145,51.97178
Adults,29.06.2018,40.90369,52.44347
Adults,28.06.2018,41.14184,52.17743
Voters,28.06.2018,43.17663,51.7826
Voters,27.06.2018,43.1776,51.78136
Adults,27.06.2018,41.13719,52.32512
Voters,26.06.2018,43.1865,51.20868
Adults,26.06.2018,41.62234,51.86994
Adults,25.06.2018,41.64418,51.83811
Voters,25.06.2018,43.1451,51.36792
Voters,24.06.2018,43.16301,51.37271
Adults,24.06.2018,41.90523,51.86218
Voters,23.06.2018,43.16301,51.37271
Adults,23.06.2018,41.71001,51.8934
Voters,22.06.2018,43.16301,51.37271
Adults,22.06.2018,41.71001,51.8934
Adults,21.06.2018,42.00172,51.48632
Voters,21.06.2018,43.33474,51.11761
Adults,20.06.2018,42.0325,51.43397
Voters,20.06.2018,43.46984,51.1004
Voters,19.06.2018,43.08958,51.52604
Adults,19.06.2018,42.07304,51.28459
Voters,18.06.2018,42.97183,51.62914
Adults,18.06.2018,42.00614,51.34229
Voters,17.06.2018,43.42542,51.15118
Adults,17.06.2018,41.52295,51.69101
Adults,16.06.2018,41.52295,51.69101
Voters,16.06.2018,43.42542,51.15118
Adults,15.06.2018,41.52295,51.69101
Voters,15.06.2018,43.42542,51.15118
Voters,14.06.2018,43.3681,50.98183
Adults,14.06.2018,40.8569,51.99017
Voters,13.06.2018,42.78136,52.09525
Adults,13.06.2018,40.13609,53.3097
Voters,12.06.2018,42.87965,52.14505
Adults,12.06.2018,40.02678,53.47269
Adults,11.06.2018,40.01291,53.59898
Voters,11.06.2018,42.78002,52.28406
Adults,10.06.2018,40.18627,53.82103
Voters,10.06.2018,42.79602,52.01387
Voters,09.06.2018,42.79602,52.01387
Adults,09.06.2018,40.18627,53.82103
Voters,08.06.2018,43.00425,51.7534
Adults,08.06.2018,40.40632,53.67761
Voters,07.06.2018,43.0961,51.68435
Adults,07.06.2018,40.42962,53.62804
Adults,06.06.2018,40.33237,53.70401
Voters,06.06.2018,42.50404,51.87386
Adults,05.06.2018,40.44235,53.55142
Voters,05.06.2018,42.83619,52.36436
Voters,04.06.2018,43.17106,52.14459
Adults,04.06.2018,40.69446,53.40321
Adults,03.06.2018,40.71766,52.98875
Voters,03.06.2018,43.15339,52.21043
Voters,02.06.2018,43.15339,52.21043
Adults,02.06.2018,40.71766,52.98875
Adults,01.06.2018,40.71828,53.13774
Voters,01.06.2018,43.01175,52.32869
Adults,31.05.2018,40.8495,53.17712
Voters,31.05.2018,42.98384,52.50377
Voters,30.05.2018,43.83958,51.92925
Adults,30.05.2018,41.6642,52.75167
Adults,29.05.2018,41.76685,52.83926
Voters,29.05.2018,43.78471,51.98037
Adults,28.05.2018,41.99337,52.63074
Voters,28.05.2018,43.84,51.94191
Voters,27.05.2018,43.79807,52.02154
Adults,27.05.2018,42.22683,52.47744
Voters,26.05.2018,43.79807,52.02154
Adults,26.05.2018,42.22683,52.47744
Adults,25.05.2018,41.50639,52.96363
Voters,25.05.2018,43.59041,52.06197
Voters,24.05.2018,43.5501,52.11543
Adults,24.05.2018,41.47203,53.01518
Voters,23.05.2018,43.61057,52.01884
Adults,23.05.2018,41.43077,53.05821
Voters,22.05.2018,44.31966,51.37411
Adults,22.05.2018,41.62594,53.08809
Adults,21.05.2018,41.47403,53.08644
Voters,21.05.2018,43.82499,51.68853
Voters,20.05.2018,43.97738,51.6349
Adults,20.05.2018,41.89252,52.66195
Adults,19.05.2018,41.89252,52.66195
Voters,19.05.2018,43.97738,51.6349
Voters,18.05.2018,43.97738,51.6349
Adults,18.05.2018,41.89252,52.66195
Voters,17.05.2018,44.0947,51.43144
Adults,17.05.2018,41.84563,52.42226
Adults,16.05.2018,41.79456,52.57684
Voters,16.05.2018,44.02909,51.47376
Adults,15.05.2018,41.96143,52.51834
Voters,15.05.2018,44.40396,51.21085
Voters,14.05.2018,43.98285,51.49353
Adults,14.05.2018,41.64623,52.55623
Adults,13.05.2018,41.87981,52.13836
Voters,13.05.2018,44.05393,51.25135
Adults,12.05.2018,41.87981,52.13836
Voters,12.05.2018,44.05393,51.25135
Voters,11.05.2018,43.86341,51.41866
Adults,11.05.2018,41.77017,51.98849
Adults,10.05.2018,41.77017,51.98849
Voters,10.05.2018,43.78321,51.52347
Voters,09.05.2018,43.90227,51.34514
Adults,09.05.2018,41.68295,51.72627
Voters,08.05.2018,44.27958,50.97989
Adults,08.05.2018,41.55399,52.40225
Voters,07.05.2018,44.40765,50.87634
Adults,07.05.2018,41.64465,51.93254
Voters,06.05.2018,44.46766,51.08508
Adults,06.05.2018,41.63478,51.85504
Adults,05.05.2018,41.63478,51.85504
Voters,05.05.2018,44.46766,51.08508
Voters,04.05.2018,43.6785,51.79247
Adults,04.05.2018,40.6316,52.52063
Voters,03.05.2018,43.54569,51.8676
Adults,03.05.2018,40.6316,52.52063
Voters,02.05.2018,43.28582,52.10906
Adults,02.05.2018,40.41153,53.05294
Voters,01.05.2018,43.46177,51.83176
Adults,01.05.2018,40.40989,53.1492
Adults,30.04.2018,39.54348,54.13103
Voters,30.04.2018,42.08463,53.31245
Adults,29.04.2018,39.13266,54.52254
Voters,29.04.2018,42.05209,53.37514
Voters,28.04.2018,42.05209,53.37514
Adults,28.04.2018,39.13266,54.52254
Voters,27.04.2018,42.23556,53.18722
Adults,27.04.2018,39.42226,54.15064
Voters,26.04.2018,42.22429,53.21845
Adults,26.04.2018,39.42226,54.15064
Adults,25.04.2018,39.29548,54.25216
Voters,25.04.2018,42.11814,53.1568
Adults,24.04.2018,39.47373,54.63929
Voters,24.04.2018,41.7774,53.26458
Voters,23.04.2018,41.86631,53.56692
Adults,23.04.2018,39.19358,55.05031
Voters,22.04.2018,41.86242,53.66699
Adults,22.04.2018,39.2908,55.13512
Adults,21.04.2018,39.2908,55.13512
Voters,21.04.2018,41.86242,53.66699
Adults,20.04.2018,39.2908,55.13512
Voters,20.04.2018,41.86242,53.66699
Adults,19.04.2018,39.19129,55.07352
Voters,19.04.2018,41.80221,53.76617
Voters,18.04.2018,41.69412,53.90058
Adults,18.04.2018,39.05623,55.20915
Adults,17.04.2018,39.39812,54.94127
Voters,17.04.2018,42.33051,53.1986
Adults,16.04.2018,39.45117,54.69387
Voters,16.04.2018,42.53479,52.87267
Voters,15.04.2018,41.82263,53.19533
Adults,15.04.2018,39.45118,54.83865
Voters,14.04.2018,41.82263,53.19533
Adults,14.04.2018,39.51859,54.07335
Adults,13.04.2018,39.51859,54.07335
Voters,13.04.2018,41.82263,53.19533
Voters,12.04.2018,41.77796,53.09574
Adults,12.04.2018,39.33269,54.10183
Voters,11.04.2018,41.79477,53.2348
Adults,11.04.2018,39.21613,54.18848
Voters,10.04.2018,41.75703,53.15528
Adults,10.04.2018,39.34561,54.23932
Adults,09.04.2018,39.34561,54.23932
Voters,09.04.2018,41.16166,54.16276
Voters,08.04.2018,41.01259,54.23832
Adults,08.04.2018,39.02662,54.37126
Adults,07.04.2018,39.02662,54.37126
Voters,07.04.2018,41.01259,54.23832
Voters,06.04.2018,41.01259,54.23832
Adults,06.04.2018,39.02662,54.37126
Voters,05.04.2018,41.3074,54.02983
Adults,05.04.2018,39.407,54.10432
Adults,04.04.2018,39.37093,54.10816
Voters,04.04.2018,41.36893,54.05376
Adults,03.04.2018,39.56424,53.97991
Voters,03.04.2018,41.39609,53.92669
Voters,02.04.2018,41.64708,53.63681
Adults,02.04.2018,39.87597,53.67165
Voters,01.04.2018,41.3702,53.74371
Adults,01.04.2018,39.94889,53.5807
Adults,31.03.2018,39.94889,53.5807
Voters,31.03.2018,41.3702,53.74371
Adults,30.03.2018,39.94889,53.5807
Voters,30.03.2018,41.3702,53.74371
Adults,29.03.2018,39.58919,53.80489
Voters,29.03.2018,41.06978,53.94359
Voters,28.03.2018,41.04078,54.00505
Adults,28.03.2018,39.53133,53.80369
Adults,27.03.2018,39.58513,54.15356
Voters,27.03.2018,41.54846,53.70638
Voters,26.03.2018,42.51164,52.90974
Adults,26.03.2018,40.08774,53.9929
Adults,25.03.2018,39.4158,54.20882
Voters,25.03.2018,42.35456,52.82531
Adults,24.03.2018,39.4158,54.20882
Voters,24.03.2018,41.95313,52.8746
Voters,23.03.2018,42.10215,52.51001
Adults,23.03.2018,39.77478,53.7398
Voters,22.03.2018,41.91279,52.78131
Adults,22.03.2018,39.61889,54.17891
Adults,21.03.2018,39.61889,54.17891
Voters,21.03.2018,41.84569,52.80284
Voters,20.03.2018,42.0102,52.84654
Adults,20.03.2018,39.91188,54.1452
Adults,19.03.2018,39.92498,54.20846
Voters,19.03.2018,41.74577,53.18254
Voters,18.03.2018,41.56427,53.64494
Adults,18.03.2018,39.85175,54.16991
Adults,17.03.2018,39.40322,54.20784
Voters,17.03.2018,41.56427,53.64494
Voters,16.03.2018,41.56427,53.64494
Adults,16.03.2018,39.40322,54.20784
Voters,15.03.2018,42.00203,53.18635
Adults,15.03.2018,39.79709,53.7982
Adults,14.03.2018,39.64307,54.28221
Voters,14.03.2018,41.90339,53.29808
Adults,13.03.2018,39.73454,54.20818
Voters,13.03.2018,42.08287,53.00063
Voters,12.03.2018,41.94425,52.77081
Adults,12.03.2018,40.034,53.53506
Voters,11.03.2018,41.95938,52.77974
Adults,11.03.2018,40.05423,53.49677
Adults,10.03.2018,40.05423,53.49677
Voters,10.03.2018,41.95938,52.77974
Adults,09.03.2018,40.05423,53.49677
Voters,09.03.2018,41.95938,52.77974
Adults,08.03.2018,39.85278,53.78379
Voters,08.03.2018,41.92076,52.98934
Voters,07.03.2018,41.3746,53.73106
Adults,07.03.2018,39.14234,54.50154
Adults,06.03.2018,39.08385,54.47271
Voters,06.03.2018,42.36044,53.10275
Voters,05.03.2018,42.33316,53.53802
Adults,05.03.2018,38.82128,54.99964
Adults,04.03.2018,38.79745,54.98138
Voters,04.03.2018,42.28911,53.51625
Adults,03.03.2018,38.79745,54.98138
Voters,03.03.2018,42.28911,53.51625
Voters,02.03.2018,42.28911,53.51625
Adults,02.03.2018,38.79745,54.98138
Voters,01.03.2018,42.70711,53.1734
Adults,01.03.2018,39.06365,54.6959
Voters,28.02.2018,42.09689,53.71484
Adults,28.02.2018,38.98043,54.79705
Voters,27.02.2018,41.69873,53.97468
Adults,27.02.2018,38.51483,55.17336
Adults,26.02.2018,38.24786,55.27832
Voters,26.02.2018,41.62282,54.16532
Adults,25.02.2018,38.15955,55.38034
Voters,25.02.2018,41.42073,54.53806
Voters,24.02.2018,42.07542,53.40005
Adults,24.02.2018,38.93113,54.8304
Voters,23.02.2018,42.07542,53.40005
Adults,23.02.2018,38.93113,54.8304
Voters,22.02.2018,41.70066,53.646
Adults,22.02.2018,39.61691,53.96153
Adults,21.02.2018,39.41115,54.46137
Voters,21.02.2018,41.58496,53.84543
Adults,20.02.2018,39.41115,54.46137
Voters,20.02.2018,43.03841,52.0429
Voters,19.02.2018,43.04725,51.96658
Adults,19.02.2018,39.5064,54.52228
Voters,18.02.2018,43.03395,51.99947
Adults,18.02.2018,39.80095,54.11367
Adults,17.02.2018,39.80095,54.11367
Voters,17.02.2018,43.03395,51.99947
Adults,16.02.2018,39.80095,54.11367
Voters,16.02.2018,43.03395,51.99947
Adults,15.02.2018,39.79505,54.31
Voters,15.02.2018,43.00751,52.13282
Voters,14.02.2018,43.15522,51.87932
Adults,14.02.2018,39.79505,54.31
Adults,13.02.2018,39.55173,54.45077
Voters,13.02.2018,42.79964,52.69312
Voters,12.02.2018,43.30393,52.30949
Adults,12.02.2018,39.8287,54.30534
Adults,11.02.2018,39.70684,54.2007
Voters,11.02.2018,43.31694,52.39967
Adults,10.02.2018,39.70684,54.2007
Voters,10.02.2018,43.31694,52.39967
Voters,09.02.2018,43.31694,52.39967
Adults,09.02.2018,39.70684,54.2007
Voters,08.02.2018,43.32616,52.06881
Adults,08.02.2018,39.73898,54.20528
Adults,07.02.2018,39.63509,54.31309
Voters,07.02.2018,43.29857,52.21658
Voters,06.02.2018,42.77346,52.30897
Adults,06.02.2018,39.51102,54.31282
Adults,05.02.2018,39.74566,54.42212
Voters,05.02.2018,42.46733,52.63002
Adults,04.02.2018,39.54993,54.3875
Voters,04.02.2018,42.38263,52.74967
Voters,03.02.2018,42.38263,52.74967
Adults,03.02.2018,39.54993,54.3875
Voters,02.02.2018,42.3483,52.75233
Adults,02.02.2018,39.52907,54.39931
Voters,01.02.2018,42.01125,53.27848
Adults,01.02.2018,39.17886,54.83321
Adults,31.01.2018,38.84452,55.11158
Voters,31.01.2018,41.70512,53.58346
Adults,30.01.2018,37.95375,56.312
Voters,30.01.2018,40.68484,55.03505
Voters,29.01.2018,40.38136,55.4905
Adults,29.01.2018,37.5544,57.02602
Voters,28.01.2018,40.48121,55.45601
Adults,28.01.2018,37.41549,57.11086
Adults,27.01.2018,37.41549,57.11086
Voters,27.01.2018,40.48121,55.45601
Adults,26.01.2018,37.41549,57.11086
Voters,26.01.2018,40.48121,55.45601
Adults,25.01.2018,37.48536,56.80935
Voters,25.01.2018,40.7399,55.1729
Voters,24.01.2018,41.14259,54.98185
Adults,24.01.2018,37.5351,56.79459
Adults,23.01.2018,37.34459,57.0888
Voters,23.01.2018,40.41182,55.01748
Adults,22.01.2018,37.68642,56.75862
Voters,22.01.2018,40.72579,54.58442
Voters,21.01.2018,41.39082,54.03265
Adults,21.01.2018,38.08665,56.40729
Voters,20.01.2018,41.31607,54.06738
Adults,20.01.2018,38.57017,56.11489
Adults,19.01.2018,38.57017,56.11489
Voters,19.01.2018,41.31607,54.06738
Voters,18.01.2018,41.49497,53.70368
Adults,18.01.2018,38.7857,55.21856
Adults,17.01.2018,39.35015,54.60522
Voters,17.01.2018,41.63647,53.43866
Voters,16.01.2018,41.6681,53.28009
Adults,16.01.2018,38.889,54.56168
Adults,15.01.2018,38.7757,54.72827
Voters,15.01.2018,40.84966,54.04315
Voters,14.01.2018,40.67689,54.10226
Adults,14.01.2018,38.78321,54.65562
Adults,13.01.2018,38.78321,54.65562
Voters,13.01.2018,40.67689,54.10226
Voters,12.01.2018,40.67689,54.10226
Adults,12.01.2018,38.78321,54.65562
Voters,11.01.2018,40.9217,54.31938
