subgroup,date,approval,disapproval
Voters,08.11.2019,42.345681,54.145162
Adults,07.11.2019,40.888462,54.356111
Voters,07.11.2019,42.334364,54.182498
Voters,06.11.2019,42.047135,54.46759
Adults,06.11.2019,40.871114,54.348906
Voters,05.11.2019,42.290878,54.640157
Adults,05.11.2019,41.023874,54.517453
Adults,04.11.2019,40.567277,54.803274
Voters,04.11.2019,41.520588,55.167543
Voters,03.11.2019,41.616795,55.111016
Adults,03.11.2019,40.567277,54.803274
Adults,02.11.2019,39.958988,54.789802
Voters,02.11.2019,41.770568,54.58411
Voters,01.11.2019,41.761986,54.598524
Adults,01.11.2019,39.9269,54.824583
Adults,31.10.2019,40.149657,54.360924
Voters,31.10.2019,42.026711,54.03678
Adults,30.10.2019,39.781164,54.711444
Voters,30.10.2019,42.376165,53.716909
Voters,29.10.2019,41.818206,53.937844
Adults,29.10.2019,39.770816,54.489289
Voters,28.10.2019,41.411454,54.452401
Adults,28.10.2019,40.029624,55.19965
Voters,27.10.2019,41.365285,54.506925
Adults,27.10.2019,40.014232,55.213872
Adults,26.10.2019,40.044437,55.252359
Voters,26.10.2019,41.269317,54.615968
Adults,25.10.2019,40.04129,55.24009
Voters,25.10.2019,41.21744,54.70092
Voters,24.10.2019,41.05421,54.68102
Adults,24.10.2019,39.87063,55.34301
Adults,23.10.2019,39.9484,55.25607
Voters,23.10.2019,41.2116,54.52583
Voters,22.10.2019,41.75919,53.83527
Adults,22.10.2019,40.27821,55.58149
Adults,21.10.2019,40.14604,55.25757
Voters,21.10.2019,41.83702,54.07202
Voters,20.10.2019,42.59493,53.3815
Adults,20.10.2019,40.29583,54.78333
Adults,19.10.2019,40.26743,54.78476
Voters,19.10.2019,42.60291,53.402
Adults,18.10.2019,40.26743,54.78476
Voters,18.10.2019,42.60291,53.402
Adults,17.10.2019,40.32826,54.7421
Voters,17.10.2019,42.59619,53.42373
Voters,16.10.2019,42.81119,53.32702
Adults,16.10.2019,40.39907,54.6029
Voters,15.10.2019,42.63546,53.63924
Adults,15.10.2019,40.67811,54.49495
Adults,14.10.2019,41.52431,53.94159
Voters,14.10.2019,42.62624,53.69012
Voters,13.10.2019,42.9761,53.42178
Adults,13.10.2019,41.29232,53.91678
Voters,12.10.2019,42.92044,53.45435
Adults,12.10.2019,41.18126,54.01519
Voters,11.10.2019,42.97621,53.41169
Adults,11.10.2019,41.22839,53.95343
Adults,10.10.2019,41.22839,53.95343
Voters,10.10.2019,42.69854,53.60127
Adults,09.10.2019,40.7885,54.20791
Voters,09.10.2019,42.1762,53.94404
Voters,08.10.2019,42.32663,53.62748
Adults,08.10.2019,40.72084,54.30634
Voters,07.10.2019,42.29251,53.51721
Adults,07.10.2019,40.68073,54.28696
Voters,06.10.2019,42.34288,53.51552
Adults,06.10.2019,40.68073,54.28696
Adults,05.10.2019,40.68073,54.28696
Voters,05.10.2019,42.34288,53.51552
Adults,04.10.2019,40.68073,54.28696
Voters,04.10.2019,42.34288,53.51552
Voters,03.10.2019,42.20511,53.66293
Adults,03.10.2019,40.04394,54.56875
Adults,02.10.2019,40.05482,54.56097
Voters,02.10.2019,42.26967,53.57977
Voters,01.10.2019,42.98708,52.70588
Adults,01.10.2019,39.85726,54.64051
Adults,30.09.2019,40.52193,54.66271
Voters,30.09.2019,43.02348,52.52415
Voters,29.09.2019,43.41953,52.53223
Adults,29.09.2019,41.49999,54.17225
Adults,28.09.2019,41.49999,54.17225
Voters,28.09.2019,43.41953,52.53223
Adults,27.09.2019,41.49999,54.17225
Voters,27.09.2019,43.41953,52.53223
Adults,26.09.2019,41.5117,54.1226
Voters,26.09.2019,43.4763,52.52885
Voters,25.09.2019,43.77356,52.14323
Adults,25.09.2019,40.98133,53.97653
Voters,24.09.2019,44.31136,52.26445
Adults,24.09.2019,41.18949,54.21428
Adults,23.09.2019,40.97729,54.41533
Voters,23.09.2019,43.33599,53.27531
Voters,22.09.2019,43.52413,53.0771
Adults,22.09.2019,40.9962,54.15166
Voters,21.09.2019,43.40904,53.0807
Adults,21.09.2019,40.9461,54.11779
Voters,20.09.2019,43.41684,53.02584
Adults,20.09.2019,40.97356,54.03707
Adults,19.09.2019,40.96386,53.99105
Voters,19.09.2019,43.25356,53.22668
Adults,18.09.2019,40.70612,54.13091
Voters,18.09.2019,43.20145,52.9161
Voters,17.09.2019,43.03273,53.04551
Adults,17.09.2019,40.77775,54.27126
Voters,16.09.2019,42.9939,53.10419
Adults,16.09.2019,40.77775,54.27126
Voters,15.09.2019,43.01107,53.08762
Adults,15.09.2019,40.77824,54.10818
Adults,14.09.2019,40.81009,54.11024
Voters,14.09.2019,43.05273,53.08102
Adults,13.09.2019,40.81009,54.11024
Voters,13.09.2019,43.05273,53.08102
Voters,12.09.2019,43.10069,53.08012
Adults,12.09.2019,40.85892,54.01538
Adults,11.09.2019,40.67099,54.18828
Voters,11.09.2019,43.02641,53.22295
Voters,10.09.2019,42.54695,53.41855
Adults,10.09.2019,40.02804,54.36032
Adults,09.09.2019,40.6016,54.26073
Voters,09.09.2019,42.62912,53.25327
Adults,08.09.2019,40.6016,54.26073
Voters,08.09.2019,42.59635,53.27431
Voters,07.09.2019,42.64939,53.15034
Adults,07.09.2019,40.55416,54.17743
Adults,06.09.2019,40.45258,54.22238
Voters,06.09.2019,42.67852,53.1221
Adults,05.09.2019,40.49976,54.13747
Voters,05.09.2019,42.65997,53.14747
Voters,04.09.2019,42.63621,53.14453
Adults,04.09.2019,40.44907,54.14291
Voters,03.09.2019,42.61919,53.32941
Adults,03.09.2019,40.54027,54.4237
Voters,02.09.2019,42.03629,53.85529
Adults,02.09.2019,40.2364,54.71144
Adults,01.09.2019,40.2364,54.71144
Voters,01.09.2019,42.17182,53.69319
Adults,31.08.2019,40.2364,54.71144
Voters,31.08.2019,42.17182,53.69319
Voters,30.08.2019,42.17182,53.69319
Adults,30.08.2019,40.2364,54.71144
Adults,29.08.2019,40.18253,54.71409
Voters,29.08.2019,42.23142,53.66891
Adults,28.08.2019,40.18253,54.71409
Voters,28.08.2019,42.20761,53.76553
Voters,27.08.2019,42.29822,53.57329
Adults,27.08.2019,40.21,54.77359
Voters,26.08.2019,42.51286,53.10126
Adults,26.08.2019,40.55687,54.3839
Voters,25.08.2019,42.5766,53.07409
Adults,25.08.2019,40.55687,54.3839
Adults,24.08.2019,40.57812,54.31651
Voters,24.08.2019,42.54197,53.06
Adults,23.08.2019,40.51901,54.32243
Voters,23.08.2019,42.50792,53.08319
Voters,22.08.2019,42.30774,53.35081
Adults,22.08.2019,40.53337,54.25316
Adults,21.08.2019,41.17577,53.78519
Voters,21.08.2019,42.45544,53.36531
Voters,20.08.2019,42.80458,53.49171
Adults,20.08.2019,41.18851,54.15236
Adults,19.08.2019,41.34017,53.99225
Voters,19.08.2019,42.97809,53.26048
Voters,18.08.2019,42.94289,53.2679
Adults,18.08.2019,41.3247,53.96731
Adults,17.08.2019,41.16001,53.71696
Voters,17.08.2019,42.94289,53.2679
Adults,16.08.2019,41.16001,53.71696
Voters,16.08.2019,42.94289,53.2679
Adults,15.08.2019,41.12548,53.79683
Voters,15.08.2019,43.01258,53.28262
Voters,14.08.2019,42.36597,53.84475
Adults,14.08.2019,41.07655,53.82833
Voters,13.08.2019,42.57611,53.35704
Adults,13.08.2019,41.01769,54.27569
Adults,12.08.2019,41.36837,53.9233
Voters,12.08.2019,42.71815,53.11773
Voters,11.08.2019,42.83628,52.95128
Adults,11.08.2019,41.35299,53.8873
Adults,10.08.2019,41.33028,53.93995
Voters,10.08.2019,42.8211,52.92754
Voters,09.08.2019,42.79941,52.95044
Adults,09.08.2019,41.33028,53.93995
Adults,08.08.2019,41.34695,53.95997
Voters,08.08.2019,42.90422,52.8478
Adults,07.08.2019,41.29712,53.92744
Voters,07.08.2019,42.79287,52.88634
Voters,06.08.2019,43.18039,52.70414
Adults,06.08.2019,41.35875,54.26418
Voters,05.08.2019,43.01029,52.81953
Adults,05.08.2019,41.43881,54.26041
Voters,04.08.2019,42.91727,52.84937
Adults,04.08.2019,41.47819,54.30265
Adults,03.08.2019,41.39196,54.37182
Voters,03.08.2019,42.82935,52.94078
Adults,02.08.2019,41.4176,54.32627
Voters,02.08.2019,42.85614,52.88085
Voters,01.08.2019,42.88264,52.7583
Adults,01.08.2019,41.50576,54.09896
Voters,31.07.2019,42.7958,52.82932
Adults,31.07.2019,41.43706,54.15806
Voters,30.07.2019,43.31136,52.16308
Adults,30.07.2019,41.90539,53.94893
Adults,29.07.2019,41.75597,54.08244
Voters,29.07.2019,42.88336,53.2417
Adults,28.07.2019,41.74086,54.02912
Voters,28.07.2019,42.90733,53.55477
Voters,27.07.2019,42.90329,53.54527
Adults,27.07.2019,41.68341,54.05159
Voters,26.07.2019,42.90155,53.53871
Adults,26.07.2019,41.73809,53.99703
Voters,25.07.2019,43.2421,53.08066
Adults,25.07.2019,41.75789,53.89915
Adults,24.07.2019,41.77722,53.86786
Voters,24.07.2019,43.29924,52.99433
Adults,23.07.2019,41.94186,53.65736
Voters,23.07.2019,43.20112,53.04208
Voters,22.07.2019,43.72396,52.29834
Adults,22.07.2019,42.27148,53.15537
Adults,21.07.2019,41.76081,52.88451
Voters,21.07.2019,43.43604,52.23381
Adults,20.07.2019,41.7347,52.97621
Voters,20.07.2019,43.43604,52.23381
Adults,19.07.2019,41.7347,52.97621
Voters,19.07.2019,43.43604,52.23381
Adults,18.07.2019,41.70742,52.9924
Voters,18.07.2019,43.24652,52.43539
Voters,17.07.2019,43.28456,52.39083
Adults,17.07.2019,41.47477,53.29071
Adults,16.07.2019,41.40459,53.38223
Voters,16.07.2019,43.02334,52.61884
Adults,15.07.2019,41.56728,53.19432
Voters,15.07.2019,43.16745,52.45496
Voters,14.07.2019,43.22157,52.43552
Adults,14.07.2019,41.95745,52.84312
Voters,13.07.2019,43.19133,52.3336
Adults,13.07.2019,41.92413,52.81344
Adults,12.07.2019,41.93135,52.85833
Voters,12.07.2019,43.21665,52.37023
Voters,11.07.2019,43.19458,52.46974
Adults,11.07.2019,41.82214,52.90969
Voters,10.07.2019,43.66334,51.89769
Adults,10.07.2019,41.78241,52.92617
Adults,09.07.2019,41.89097,52.8533
Voters,09.07.2019,43.70581,51.901
Voters,08.07.2019,44.02522,51.85133
Adults,08.07.2019,41.9083,52.78434
Adults,07.07.2019,42.00573,52.68435
Voters,07.07.2019,44.0078,51.91407
Adults,06.07.2019,41.38198,52.92344
Voters,06.07.2019,43.27773,52.39364
Voters,05.07.2019,43.27773,52.39364
Adults,05.07.2019,41.38198,52.92344
Voters,04.07.2019,43.27773,52.39364
Adults,04.07.2019,41.38198,52.92344
Voters,03.07.2019,43.27773,52.39364
Adults,03.07.2019,41.38198,52.92344
Voters,02.07.2019,43.13011,52.40186
Adults,02.07.2019,41.52959,52.98522
Voters,01.07.2019,42.78076,52.59958
Adults,01.07.2019,41.21426,53.77272
Voters,30.06.2019,42.86689,52.58272
Adults,30.06.2019,41.2774,53.69761
Adults,29.06.2019,41.3047,53.69752
Voters,29.06.2019,42.87017,52.54353
Voters,28.06.2019,42.87024,52.45925
Adults,28.06.2019,41.29354,53.6516
Adults,27.06.2019,41.19576,53.76571
Voters,27.06.2019,42.85568,52.41587
Adults,26.06.2019,41.24135,53.69577
Voters,26.06.2019,42.7098,52.53155
Voters,25.06.2019,42.77933,52.56237
Adults,25.06.2019,41.23476,53.79647
Voters,24.06.2019,43.26168,52.56486
Adults,24.06.2019,41.27888,53.85942
Voters,23.06.2019,43.40474,52.44482
Adults,23.06.2019,41.35574,53.7696
Adults,22.06.2019,41.37154,53.79381
Voters,22.06.2019,43.46454,52.39201
Adults,21.06.2019,41.37154,53.79381
Voters,21.06.2019,43.48903,52.37098
Voters,20.06.2019,43.44824,52.42218
Adults,20.06.2019,41.10581,54.02773
Adults,19.06.2019,41.16168,54.33514
Voters,19.06.2019,43.39155,52.64109
Voters,18.06.2019,43.13414,53.17694
Adults,18.06.2019,41.4959,53.7742
Adults,17.06.2019,41.40927,53.50222
Voters,17.06.2019,43.29304,52.87486
Voters,16.06.2019,43.52073,52.69219
Adults,16.06.2019,41.4086,53.46532
Adults,15.06.2019,41.09431,53.32391
Voters,15.06.2019,43.35339,52.56406
Adults,14.06.2019,41.09431,53.32391
Voters,14.06.2019,43.35339,52.56406
Adults,13.06.2019,41.04517,53.34916
Voters,13.06.2019,43.18822,52.71999
Voters,12.06.2019,42.89414,52.99918
Adults,12.06.2019,40.92997,53.47661
Voters,11.06.2019,42.76709,52.96496
Adults,11.06.2019,40.90348,53.28038
Adults,10.06.2019,41.30365,52.87118
Voters,10.06.2019,42.78373,52.7384
Voters,09.06.2019,42.56394,52.88182
Adults,09.06.2019,40.70913,53.3314
Adults,08.06.2019,40.70913,53.3314
Voters,08.06.2019,42.56394,52.88182
Voters,07.06.2019,42.54494,52.90186
Adults,07.06.2019,40.70913,53.3314
Adults,06.06.2019,40.51807,53.94234
Voters,06.06.2019,42.33584,53.51864
Adults,05.06.2019,40.83706,53.52396
Voters,05.06.2019,42.78265,53.22811
Voters,04.06.2019,42.84028,53.08643
Adults,04.06.2019,40.84887,53.55051
Adults,03.06.2019,41.00229,53.54128
Voters,03.06.2019,42.65364,53.32177
Voters,02.06.2019,42.54643,53.45272
Adults,02.06.2019,40.88752,53.53193
Adults,01.06.2019,40.30524,54.03366
Voters,01.06.2019,42.28378,53.72763
Voters,31.05.2019,42.28378,53.72763
Adults,31.05.2019,40.30524,54.03366
Adults,30.05.2019,40.43422,54.38603
Voters,30.05.2019,42.18365,53.89496
Voters,29.05.2019,42.07836,53.97222
Adults,29.05.2019,40.3208,54.48563
Voters,28.05.2019,42.08245,54.01007
Adults,28.05.2019,40.21971,54.28891
Adults,27.05.2019,40.23515,54.19918
Voters,27.05.2019,42.07652,54.05464
Adults,26.05.2019,40.23515,54.19918
Voters,26.05.2019,42.11361,54.01198
Adults,25.05.2019,40.23515,54.19918
Voters,25.05.2019,42.11361,54.01198
Voters,24.05.2019,42.11361,54.01198
Adults,24.05.2019,40.23515,54.19918
Adults,23.05.2019,40.18141,54.22702
Voters,23.05.2019,42.14296,54.0145
Adults,22.05.2019,40.14721,54.00454
Voters,22.05.2019,41.98075,53.96857
Voters,21.05.2019,41.97973,53.87491
Adults,21.05.2019,40.14015,54.12924
Voters,20.05.2019,42.17826,53.6207
Adults,20.05.2019,40.69801,53.45184
Adults,19.05.2019,40.69801,53.45184
Voters,19.05.2019,42.32533,53.48997
Voters,18.05.2019,42.32533,53.48997
Adults,18.05.2019,40.69801,53.45184
Voters,17.05.2019,42.37827,53.40162
Adults,17.05.2019,40.73031,53.42979
Voters,16.05.2019,42.50833,53.33923
Adults,16.05.2019,40.75094,53.48198
Adults,15.05.2019,40.75094,53.48198
Voters,15.05.2019,42.6801,53.20797
Adults,14.05.2019,41.09052,53.42982
Voters,14.05.2019,43.03286,52.62215
Voters,13.05.2019,42.93863,52.59036
Adults,13.05.2019,41.92653,52.78691
Voters,12.05.2019,43.04588,53.00797
Adults,12.05.2019,41.87191,52.71604
Voters,11.05.2019,43.04588,53.00797
Adults,11.05.2019,41.87191,52.71604
Adults,10.05.2019,41.84447,52.67296
Voters,10.05.2019,43.05749,53.01198
Adults,09.05.2019,41.84447,52.67296
Voters,09.05.2019,43.07478,53.01715
Voters,08.05.2019,43.07555,52.93488
Adults,08.05.2019,41.90039,52.61849
Adults,07.05.2019,42.38367,52.44556
Voters,07.05.2019,43.28363,52.91903
Voters,06.05.2019,43.31911,52.84899
Adults,06.05.2019,42.09672,52.7935
Voters,05.05.2019,43.25917,52.89013
Adults,05.05.2019,42.07003,52.7985
Adults,04.05.2019,41.45581,52.93256
Voters,04.05.2019,43.25917,52.89013
Voters,03.05.2019,43.25917,52.89013
Adults,03.05.2019,41.45581,52.93256
Adults,02.05.2019,40.62981,53.75661
Voters,02.05.2019,43.22665,52.97828
Adults,01.05.2019,40.6577,53.66841
Voters,01.05.2019,42.9759,53.05439
Voters,30.04.2019,42.38634,53.06581
Adults,30.04.2019,39.80204,53.95821
Voters,29.04.2019,42.52669,52.86676
Adults,29.04.2019,39.95821,53.81079
Adults,28.04.2019,39.81222,53.88261
Voters,28.04.2019,42.49869,52.91497
Voters,27.04.2019,42.49869,52.91497
Adults,27.04.2019,39.81222,53.88261
Voters,26.04.2019,42.52747,52.8409
Adults,26.04.2019,39.76424,53.8444
Voters,25.04.2019,42.45556,52.86634
Adults,25.04.2019,39.93294,54.25357
Adults,24.04.2019,39.9197,54.22156
Voters,24.04.2019,42.41169,52.87223
Adults,23.04.2019,39.7673,54.77791
Voters,23.04.2019,42.33819,52.99057
Voters,22.04.2019,42.16531,53.18429
Adults,22.04.2019,40.3757,54.18097
Voters,21.04.2019,42.77319,52.56753
Adults,21.04.2019,40.23711,54.15499
Voters,20.04.2019,42.77319,52.56753
Adults,20.04.2019,40.23711,54.15499
Adults,19.04.2019,40.19921,54.09414
Voters,19.04.2019,42.80421,52.52311
Adults,18.04.2019,40.60906,53.97884
Voters,18.04.2019,42.85012,52.44035
Voters,17.04.2019,42.84515,52.40409
Adults,17.04.2019,40.56404,54.02172
Adults,16.04.2019,41.11728,52.8999
Voters,16.04.2019,42.57107,52.47728
Voters,15.04.2019,42.35459,52.54155
Adults,15.04.2019,41.01833,52.92936
Voters,14.04.2019,42.5415,52.95232
Adults,14.04.2019,41.31856,53.04157
Adults,13.04.2019,41.25759,53.01853
Voters,13.04.2019,42.51073,52.9668
Voters,12.04.2019,42.51073,52.9668
Adults,12.04.2019,41.25759,53.01853
Adults,11.04.2019,40.85019,53.38719
Voters,11.04.2019,42.61239,52.89458
Adults,10.04.2019,40.85019,53.38719
Voters,10.04.2019,42.56272,52.90921
Voters,09.04.2019,42.64828,52.77839
Adults,09.04.2019,41.09583,53.26064
Voters,08.04.2019,43.32839,52.14639
Adults,08.04.2019,41.51352,52.87071
Adults,07.04.2019,41.31673,53.24081
Voters,07.04.2019,43.22304,52.28773
Voters,06.04.2019,43.26601,52.19761
Adults,06.04.2019,41.36978,53.1011
Voters,05.04.2019,43.29223,52.11568
Adults,05.04.2019,41.44179,53.02666
Voters,04.04.2019,43.20959,52.20429
Adults,04.04.2019,41.50174,52.8595
Adults,03.04.2019,41.46787,52.86533
Voters,03.04.2019,43.22319,52.16893
Adults,02.04.2019,41.35085,52.91891
Voters,02.04.2019,43.02574,52.37064
Voters,01.04.2019,43.14048,52.45205
Adults,01.04.2019,41.54586,52.78931
Voters,31.03.2019,43.12605,52.59381
Adults,31.03.2019,41.54586,52.78931
Voters,30.03.2019,43.04285,52.62777
Adults,30.03.2019,41.17068,52.6919
Adults,29.03.2019,41.17068,52.6919
Voters,29.03.2019,43.04285,52.62777
Adults,28.03.2019,40.98962,52.74918
Voters,28.03.2019,42.69593,52.95423
Voters,27.03.2019,42.65763,52.95763
Adults,27.03.2019,40.99378,52.83921
Adults,26.03.2019,41.01191,53.49006
Voters,26.03.2019,42.41875,53.18531
Voters,25.03.2019,43.39223,52.39909
Adults,25.03.2019,40.82512,53.5863
Adults,24.03.2019,40.82304,53.60898
Voters,24.03.2019,43.18447,52.44268
Adults,23.03.2019,40.82338,53.54807
Voters,23.03.2019,42.87403,52.61969
Voters,22.03.2019,42.87403,52.61969
Adults,22.03.2019,40.82338,53.54807
Adults,21.03.2019,40.88237,53.52068
Voters,21.03.2019,42.63582,52.73285
Adults,20.03.2019,40.59555,53.7851
Voters,20.03.2019,42.53457,52.81481
Voters,19.03.2019,42.55615,52.7708
Adults,19.03.2019,40.83169,53.69938
Voters,18.03.2019,42.85701,52.62822
Adults,18.03.2019,41.16959,53.30325
Adults,17.03.2019,40.92827,53.97402
Voters,17.03.2019,42.72636,53.19128
Voters,16.03.2019,42.72493,53.17706
Adults,16.03.2019,40.97558,53.95229
Voters,15.03.2019,42.68256,53.22584
Adults,15.03.2019,40.90125,54.04138
Voters,14.03.2019,42.82355,53.00077
Adults,14.03.2019,41.15266,53.7949
Adults,13.03.2019,41.34909,53.63763
Voters,13.03.2019,42.64162,53.09475
Adults,12.03.2019,41.39862,53.61236
Voters,12.03.2019,42.51807,53.17521
Voters,11.03.2019,42.5494,53.29485
Adults,11.03.2019,41.28474,53.91755
Voters,10.03.2019,42.57926,53.27302
Adults,10.03.2019,41.27819,53.89863
Voters,09.03.2019,42.57926,53.27302
Adults,09.03.2019,41.27819,53.89863
Adults,08.03.2019,41.28119,53.91053
Voters,08.03.2019,42.54274,53.28022
Adults,07.03.2019,41.66734,53.60081
Voters,07.03.2019,42.43244,53.3085
Voters,06.03.2019,42.23935,53.51493
Adults,06.03.2019,41.66734,53.60081
Adults,05.03.2019,41.18424,54.04747
Voters,05.03.2019,41.76803,53.5519
Voters,04.03.2019,42.55911,53.18879
Adults,04.03.2019,41.45337,53.92007
Adults,03.03.2019,41.35925,54.03245
Voters,03.03.2019,42.64135,53.16066
Adults,02.03.2019,40.74055,54.06102
Voters,02.03.2019,42.73643,52.95174
Voters,01.03.2019,42.83979,52.84579
Adults,01.03.2019,40.70159,54.09612
Adults,28.02.2019,41.04222,54.12649
Voters,28.02.2019,42.89241,53.02461
Adults,27.02.2019,41.07079,54.09288
Voters,27.02.2019,42.75151,53.1054
Voters,26.02.2019,42.69373,53.29458
Adults,26.02.2019,41.06399,54.10258
Voters,25.02.2019,43.19084,52.90681
Adults,25.02.2019,41.35035,54.03788
Voters,24.02.2019,43.2385,52.73145
Adults,24.02.2019,41.29942,54.0314
Adults,23.02.2019,41.27164,53.98615
Voters,23.02.2019,43.25957,52.71745
Adults,22.02.2019,41.27164,53.98615
Voters,22.02.2019,43.25957,52.71745
Voters,21.02.2019,42.85559,53.03147
Adults,21.02.2019,41.33581,53.97561
Adults,20.02.2019,40.6429,54.50671
Voters,20.02.2019,42.88668,53.05883
Adults,19.02.2019,40.58351,54.61047
Voters,19.02.2019,42.7675,53.16241
Voters,18.02.2019,42.97749,53.24595
Adults,18.02.2019,40.14311,55.0954
Voters,17.02.2019,42.96331,53.19065
Adults,17.02.2019,40.15818,54.96553
Voters,16.02.2019,42.95282,53.17573
Adults,16.02.2019,40.04198,55.03495
Adults,15.02.2019,40.04198,55.03495
Voters,15.02.2019,42.90593,53.40847
Adults,14.02.2019,39.94764,55.07407
Voters,14.02.2019,42.84945,53.41948
Voters,13.02.2019,42.83984,53.41368
Adults,13.02.2019,39.78507,55.22072
Adults,12.02.2019,39.2173,55.90938
Voters,12.02.2019,42.27277,53.68688
Voters,11.02.2019,42.14777,53.9542
Adults,11.02.2019,39.3547,55.72991
Voters,10.02.2019,42.04487,54.05088
Adults,10.02.2019,39.30507,55.64968
Adults,09.02.2019,39.29391,55.66657
Voters,09.02.2019,41.98431,54.07937
Voters,08.02.2019,41.98431,54.07937
Adults,08.02.2019,39.29391,55.66657
Adults,07.02.2019,39.245,55.73035
Voters,07.02.2019,41.76154,54.25367
Adults,06.02.2019,39.17336,55.76817
Voters,06.02.2019,41.62054,54.38211
Voters,05.02.2019,41.49454,54.59675
Adults,05.02.2019,39.29878,55.76375
Voters,04.02.2019,41.01645,55.08982
Adults,04.02.2019,39.28359,55.83174
Adults,03.02.2019,38.89598,56.25002
Voters,03.02.2019,40.7788,55.35003
Voters,02.02.2019,40.76747,55.30098
Adults,02.02.2019,38.97214,56.17984
Voters,01.02.2019,40.72831,55.30827
Adults,01.02.2019,38.92126,56.18649
Voters,31.01.2019,40.76448,55.20304
Adults,31.01.2019,38.8746,56.21391
Adults,30.01.2019,38.8746,56.21391
Voters,30.01.2019,40.77748,55.21791
Adults,29.01.2019,39.12983,56.15456
Voters,29.01.2019,40.87305,55.13858
Voters,28.01.2019,40.9616,55.31767
Adults,28.01.2019,39.04753,56.28809
Voters,27.01.2019,40.42616,55.58136
Adults,27.01.2019,38.52261,56.46836
Voters,26.01.2019,40.40027,55.53305
Adults,26.01.2019,38.25626,56.42288
Adults,25.01.2019,38.25626,56.42288
Voters,25.01.2019,40.40027,55.53305
Adults,24.01.2019,38.58607,56.32202
Voters,24.01.2019,41.03642,54.96578
Voters,23.01.2019,41.07663,54.94678
Adults,23.01.2019,38.50995,56.30651
Adults,22.01.2019,39.42207,55.19516
Voters,22.01.2019,41.42202,54.44519
Voters,21.01.2019,41.33651,54.73135
Adults,21.01.2019,39.07627,55.55013
Adults,20.01.2019,39.106,55.55056
Voters,20.01.2019,41.42671,54.59335
Adults,19.01.2019,39.06089,55.50785
Voters,19.01.2019,41.39695,54.51344
Voters,18.01.2019,41.39695,54.51344
Adults,18.01.2019,39.06089,55.50785
Adults,17.01.2019,39.02931,55.45872
Voters,17.01.2019,41.28986,54.58846
Adults,16.01.2019,39.44763,54.93596
Voters,16.01.2019,41.31862,54.48079
Voters,15.01.2019,41.86878,54.01814
Adults,15.01.2019,40.07089,54.59599
Voters,14.01.2019,41.66304,54.11945
Adults,14.01.2019,40.08126,54.5193
Adults,13.01.2019,39.70861,54.67443
Voters,13.01.2019,41.81806,53.88078
Voters,12.01.2019,41.91363,53.75868
Adults,12.01.2019,40.43567,54.13609
Adults,11.01.2019,40.41727,54.0993
Voters,11.01.2019,41.91311,53.75307
Voters,10.01.2019,41.92067,53.68281
Adults,10.01.2019,40.4232,54.1909
Adults,09.01.2019,40.43377,54.13043
Voters,09.01.2019,42.00117,53.61448
Adults,08.01.2019,40.56102,54.09017
Voters,08.01.2019,42.00666,53.54546
Voters,07.01.2019,42.22881,53.44289
Adults,07.01.2019,40.83181,53.87444
Voters,06.01.2019,42.26724,53.46757
Adults,06.01.2019,40.93617,53.66079
Voters,05.01.2019,42.26724,53.46757
Adults,05.01.2019,40.93617,53.66079
Adults,04.01.2019,40.95282,53.58542
Voters,04.01.2019,42.32024,53.36796
Adults,03.01.2019,40.95282,53.58542
Voters,03.01.2019,42.31845,53.33292
Voters,02.01.2019,42.34768,53.35385
Adults,02.01.2019,40.90391,53.58268
Adults,01.01.2019,41.14145,53.42892
Voters,01.01.2019,42.50409,53.18977
Voters,31.12.2018,42.56866,53.09455
Adults,31.12.2018,41.18989,53.38986
Adults,30.12.2018,41.13201,53.4039
Voters,30.12.2018,42.51141,53.14865
Adults,29.12.2018,41.13805,53.28939
Voters,29.12.2018,42.50721,53.03738
Voters,28.12.2018,42.49585,52.94865
Adults,28.12.2018,41.28329,53.19054
Adults,27.12.2018,41.28329,53.19054
Voters,27.12.2018,42.5213,52.92836
Adults,26.12.2018,41.13368,53.25821
Voters,26.12.2018,42.50584,52.97219
Voters,25.12.2018,43.00541,52.46081
Adults,25.12.2018,41.3329,53.44158
Voters,24.12.2018,43.04998,52.4295
Adults,24.12.2018,41.3157,53.37861
Adults,23.12.2018,41.54923,53.18558
Voters,23.12.2018,43.22877,52.23954
Voters,22.12.2018,43.22877,52.23954
Adults,22.12.2018,41.54923,53.18558
Adults,21.12.2018,41.6064,53.06789
Voters,21.12.2018,43.19737,52.21807
Voters,20.12.2018,43.11878,52.27651
Adults,20.12.2018,41.50785,52.77949
Adults,19.12.2018,41.47917,52.72347
Voters,19.12.2018,43.08582,52.1537
Adults,18.12.2018,41.60646,52.74824
Voters,18.12.2018,43.58849,51.99868
Voters,17.12.2018,43.29996,52.19585
Adults,17.12.2018,41.17932,52.98439
Voters,16.12.2018,43.35625,51.97405
Adults,16.12.2018,41.51873,52.54711
Adults,15.12.2018,41.38058,52.04842
Voters,15.12.2018,43.34373,51.97961
Voters,14.12.2018,43.34373,51.97961
Adults,14.12.2018,41.38058,52.04842
Voters,13.12.2018,43.47062,51.73734
Adults,13.12.2018,41.21475,51.94945
Adults,12.12.2018,41.32789,52.3196
Voters,12.12.2018,43.29251,51.97773
Voters,11.12.2018,42.74178,51.88388
Adults,11.12.2018,41.03597,52.4451
Voters,10.12.2018,43.47831,52.28874
